Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bangladesh,Price / Bangladesh,Compare At Price / Bangladesh,Included / International,Price / International,Compare At Price / International,Status
ring-76-in-gold,Ring 76 in Gold Multi,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p><span>Rustic yet lovely, 1-100 jewelry gives an organic feel while maintaining an understated elegance. Unique hinge construction makes the Ring 76 a winning piece. </span>Color Gold Multi.</p>
<meta charset=""utf-8"">
<p><span style=""text-decoration: underline;""><em><a href=""http://babyandco.us/collections/1-100""><span style=""text-decoration: underline;""><em>﻿Shop our collection of 1-100.</em></span></a></em></span></p>",1-100,,unisex rings,"1-100, 12/29, accessories, arrivals, AW15, jewelry, mothermoon, putty, ring, signature, Spring In Motion, unisex, visible, WEEK01, woman",true,Size,Small,Color,Gold Multi,,,21252,0.0,shopify,1,deny,manual,518.00,,true,true,21252,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-02-02_Accessories_09_21252_Gold_Multi_2094.jpg?v=1703785869,1,"",false,,,,,adult,,,true,,,,,,,lb,,,true,,,true,,,active
ring-76-in-gold,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-02-02_Accessories_09_21252_Gold_Multi_2092.jpg?v=1703785869,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
ring-76-in-gold,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-02-02_Accessories_09_21252_Gold_Multi_2091.jpg?v=1703785869,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
ring-76-in-gold,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-02-02_Accessories_09_21252_Gold_Multi_2089.jpg?v=1703785869,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
bracelet-85-in-grey-silk-silver,Bracelet 85 in Grey Silk/Silver,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p><span>Rustic yet lovely, 1-100 jewelry gives an organic feel while maintaining an understated elegance. Bracelet 85 draws attention to the pendant with its silk wrap rope. </span>Color Silver. </p>
<p><em>Also available in Brown Silk/Silver.</em></p>
<p><a href=""http://babyandco.us/collections/1-100""><span style=""text-decoration: underline;""><em>﻿Shop our collection of 1-100.</em></span></a></p>",1-100,Apparel & Accessories > Jewelry > Bracelets,unisex bracelets,"1-100, 12/29, accessories, arrivals, AW15, bracelet, cooloff, jewelry, man, mothermoon, nautical, putty, signature, silk, Spring In Motion, spring2, spring4, unisex, visible, WEEK01, woman",true,Size,One Size,Color,Silver,,,21248,0.0,shopify,1000000,deny,manual,188.00,,true,true,21248,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-02-02_Accessories_07_21248_Silver_2056.jpg?v=1703785862,1,"",false,,,apparel & accessories > jewelry > bracelets,female,adult,,,true,,,,,,,lb,,,true,,,true,,,active
bracelet-85-in-grey-silk-silver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-02-05_1-100_21248_2576.jpg?v=1703785862,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
bracelet-85-in-grey-silk-silver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-02-02_Accessories_07_21248_Silver_2048.jpg?v=1703785862,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
bracelet-85-in-grey-silk-silver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-02-02_Accessories_07_21248_Silver_2052.jpg?v=1703785862,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
bracelet-85-in-grey-silk-silver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-02-02_Accessories_07_21248_Silver_2050.jpg?v=1703785862,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
bracelet-85-in-grey-silk-silver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-02-02_Accessories_07_21248_Silver_2051.jpg?v=1703785862,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
bracelet-84-in-polished-silver,Bracelet 84 in Polished Silver,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p><span>Rustic yet lovely, 1-100 jewelry gives an organic feel while maintaining an understated elegance. </span>Color Silver. </p>
<p><em><a href=""http://babyandco.us/collections/1-100"">﻿Shop our collection of 1-100</a>.</em></p>",1-100,Apparel & Accessories > Jewelry > Bracelets,unisex bracelets,"1-100, 12/29, Accessories, arrivals, AW15, bracelet, cooloff, jewelry, man, mothermoon, putty, signature, spring2, spring4, unisex, visible, WEEK01, woman",true,Size,One Size,Color,Silver,,,21247,0.0,shopify,1000000,deny,manual,418.00,,true,true,21247,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-03-13_Product_33_21247_12792.jpg?v=1703785852,1,"",false,,,apparel & accessories > jewelry > bracelets,female,adult,,,true,,,,,,,lb,,,true,,,true,,,active
bracelet-84-in-polished-silver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-03-13_Product_33_21247_12795.jpg?v=1703785852,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
bracelet-84-in-polished-silver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-03-13_Product_33_21247_12794.jpg?v=1703785852,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
bracelet-70-in-burnished-silver,Bracelet 70 in Burnished Silver,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p><span>Rustic yet lovely, 1-100 jewelry gives an organic feel while maintaining an understated elegance. </span>Color Silver. </p>
<meta charset=""utf-8"">
<p><a href=""http://babyandco.us/collections/1-100""><span style=""text-decoration: underline;""><em>﻿Shop our collection of 1-100.</em></span></a></p>",1-100,Apparel & Accessories > Jewelry > Bracelets,unisex bracelets,"1-100, 12/29, accessories, arrivals, AW15, bracelet, cooloff, fathersday, jewelry, man, mothermoon, nautical, putty, signature, spring10, spring4, unisex, visible, WEEK01, woman",true,Size,One Size,Color,Silver,,,21246,0.0,shopify,1000000,deny,manual,918.00,,true,true,21246,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-02-02_Accessories_05_21246_Silver_2035.jpg?v=1703785847,1,"",false,,,apparel & accessories > jewelry > bracelets,female,adult,,,true,,,,,,,lb,,,true,,,true,,,active
bracelet-70-in-burnished-silver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-02-05_1-100_21246_2583.jpg?v=1703785847,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
bracelet-70-in-burnished-silver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-02-02_Accessories_05_21246_Silver_2034.jpg?v=1703785847,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
bracelet-70-in-burnished-silver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-02-02_Accessories_05_21246_Silver_2037.jpg?v=1703785847,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
bracelet-70-in-burnished-silver,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-02-02_Accessories_05_21246_Silver_2039.jpg?v=1703785847,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
cila-jumper-in-mud,Cila Jumper in Mud,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Graceful chainmail for the modern style warrior from Annette Gortz. Nearly sleeveless with a wide neckline. Straight fit through thigh. Color Mud. 76% Viscose, 24% Polyamide. Made in EU. <em>Lana is wearing a Small.</em></p>
<p><a href=""http://babyandco.us/collections/annette-gortz""><span style=""text-decoration: underline;""><em>Shop our collection of </em><em>Annette Görtz.</em></span></a></p>",Annette Gortz,Apparel & Accessories > Clothing > Dresses,women's knitwear,"12/22, annette gortz, bounty, dresses, knitwear, putty, SALE, ss15, sweater, tops, visible, woman",true,Size,Small,Color,Mud,,,21242,0.0,shopify,1000000,deny,manual,488.60,,true,true,21242,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look6_21242_0167.jpg?v=1703785839,1,"",false,,,apparel & accessories > clothing > dresses,female,adult,,,true,,,,,,,lb,,,true,,,true,,,active
cila-jumper-in-mud,,,,,,,,,Medium,,Mud,,,21243,0.0,shopify,1000000,deny,manual,488.60,,true,true,21243,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look6_21242_0161.jpg?v=1703785839,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
cila-jumper-in-mud,,,,,,,,,Large,,Mud,,,21244,0.0,shopify,1000000,deny,manual,488.60,,true,true,21244,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look6_21242_0169.jpg?v=1703785839,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
cila-jumper-in-mud,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look6_21242_0170.jpg?v=1703785839,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
tac-trouser-in-mud,Tac Trouser in Mud,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Straight leg trouser nothing like it's linen counterparts. Lightweight yet comfortable, these trousers are great for travel and an ""out and about"" lifestyle. Front angled pockets. Cuffed hem. Front zip fly with single button closure. Fully-finished. Annette Gortz. Color Mud. 69% Linen, 31% Elastomer, 100% Cotton. Made in EU. <em>﻿Lana is wearing a German 36.</em></p>
<meta charset=""utf-8"">
<p><span style=""text-decoration: underline;""><em><a href=""http://babyandco.us/collections/annette-gortz""><em>Shop our collection of </em><em>Annette Görtz.</em></a></em></span></p>",Annette Gortz,Apparel & Accessories > Clothing > Pants,women's pants,"12/22, annette gortz, bottoms, bounty, brown, khaki, mud, new arrivals, pant, SALE, ss15, trouser, visible, woman",true,Size,German 36,Color,Mud,,,21226,0.0,shopify,0,deny,manual,390.60,,true,true,21226,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look5_21226_0132.jpg?v=1703785832,1,"",false,,,apparel & accessories > clothing > pants,,adult,,,true,,,,,,,lb,,,true,,,true,,,active
tac-trouser-in-mud,,,,,,,,,German 38,,Mud,,,21227,0.0,shopify,0,deny,manual,390.60,,true,true,21227,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look5_21226_0138.jpg?v=1703785833,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
tac-trouser-in-mud,,,,,,,,,German 40,,Mud,,,21228,0.0,shopify,0,deny,manual,390.60,,true,true,21228,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look5_21226_0133.jpg?v=1703785833,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
tac-trouser-in-mud,,,,,,,,,German 42,,Mud,,,21229,0.0,shopify,0,deny,manual,390.60,,true,true,21229,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look5_21226_0139.jpg?v=1703785833,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
tac-trouser-in-mud,,,,,,,,,German 44,,Mud,,,21230,0.0,shopify,1,deny,manual,390.60,,true,true,21230,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look5_21226_0140.jpg?v=1703785833,5,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
wide-cropped-trouser-in-navy,Wide Cropped Trouser in Navy,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>This wide legged trouser makes one's spring collection complete. Versatility is accomplished through layering with other closet essentials. Skirt hook and eye closures at sides. Side pockets. Cigarette length. Ter et Bantine. Color Navy. 100% Cotton, 100% Cotton. Made in Italy.</p>
<p><em>Also available in <a href=""http://babyandco.us/collections/new-arrivals-woman/products/wide-cropped-trouser-in-black"">Black</a>.</em></p>
<meta charset=""utf-8"">
<p><a href=""http://babyandco.us/collections/ter-et-bantine""><em><span style=""text-decoration: underline;"">Shop our collection of Ter et Bantine.</span></em></a></p>",Ter et Bantine,Apparel & Accessories > Clothing > Pants,women's pants,"12/22, 6/1one, bottoms, bounty, last, navy, new arrivals, one, one6/11, pant, SALE, ss15, ter et bantine, visible, wide leg, woman",true,Size,40,Color,Navy,,,21219,0.0,shopify,0,deny,manual,376.60,,true,true,21219,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look16_21219_0543_2.jpg?v=1703785825,1,"",false,,,apparel & accessories > clothing > pants,,adult,,,true,,,,,,,lb,,,true,,,true,,,active
wide-cropped-trouser-in-navy,,,,,,,,,42,,Navy,,,21220,0.0,shopify,0,deny,manual,376.60,,true,true,21220,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look16_21219_0557.jpg?v=1703785825,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
wide-cropped-trouser-in-navy,,,,,,,,,44,,Navy,,,21221,0.0,shopify,0,deny,manual,376.60,,true,true,21221,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look16_21219_0546_2.jpg?v=1703785825,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
wide-cropped-trouser-in-navy,,,,,,,,,46,,Navy,,,21222,0.0,shopify,0,deny,manual,376.60,,true,true,21222,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look16_21219_0559_2.jpg?v=1703785825,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
wide-cropped-trouser-in-navy,,,,,,,,,48,,Navy,,,21223,0.0,shopify,1,deny,manual,376.60,,true,true,21223,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
wide-cropped-trouser-in-black,Wide Cropped Trouser in Black,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>This wide legged trouser makes one's spring collection complete. Versatility is accomplished through layering with other closet essentials. Skirt hook and eye closures at sides. Side pockets. Cigarette length. Ter et Bantine. Color Back. 100% Cotton, 100% Cotton Lining. Made in Italy. <em>Lana is wearing an Italian 40.</em></p>
<p><em>Also available in <a href=""http://babyandco.us/collections/new-arrivals-woman/products/wide-cropped-trouser-in-navy"">Navy</a>.</em></p>
<p><a href=""http://babyandco.us/collections/ter-et-bantine""><em><span style=""text-decoration: underline;"">Shop our collection of Ter et Bantine.</span></em></a></p>",Ter et Bantine,Apparel & Accessories > Clothing > Pants,women's pants,"12/22, bottoms, bounty, new arrivals, pant, SALE, ss15, ter et bantine, trouser, visible, wide, woman",true,Size,Italian 40,Color,Black,,,21214,0.0,shopify,1,deny,manual,376.60,,true,true,21214,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look9_21282_0238.jpg?v=1703785818,1,"",false,,,apparel & accessories > clothing > pants,,adult,,,true,,,,,,,lb,,,true,,,true,,,active
wide-cropped-trouser-in-black,,,,,,,,,Italian 42,,Black,,,21215,0.0,shopify,0,deny,manual,376.60,,true,true,21215,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look9_21282_0250_copy.jpg?v=1703785818,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
wide-cropped-trouser-in-black,,,,,,,,,Italian 44,,Black,,,21216,0.0,shopify,0,deny,manual,376.60,,true,true,21216,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look9_21214_0256_copy.jpg?v=1703785818,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
wide-cropped-trouser-in-black,,,,,,,,,Italian 46,,Black,,,21217,0.0,shopify,1,deny,manual,376.60,,true,true,21217,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look9_21214_0253.jpg?v=1703785818,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
wide-cropped-trouser-in-black,,,,,,,,,Italian 48,,Black,,,21218,0.0,shopify,0,deny,manual,376.60,,true,true,21218,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look9_21214_0254.jpg?v=1703785818,5,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
bow-skirt-in-black,Bow Skirt in Black,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Ter et Bantine offers voluminous shapes flow into this statement piece. Adjust worthy for a new look, take your own interpretation. Fully-finished. Knee length hem. Drawstring waist tie. Color Black. 100% Cotton. Made in Italy. <em>﻿Lana is wearing an Italian 38.</em></p>",Ter et Bantine,Apparel & Accessories > Clothing > Skirts,women's skirts,"12/22, black, bottoms, bounty, drawstring, Italian designer, Minimalism, new arrivals, SALE, salefav2, skirt, spring4, ss15, ter et bantine, visible, woman",true,Size,Italian 38,Color,Black,,,21210,0.0,shopify,1000000,deny,manual,334.60,360.00,true,true,21210,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look8_21270_0208_1.jpg?v=1703785809,1,"",false,,,apparel & accessories > clothing > skirts,female,adult,,,true,,,,,,,lb,,,true,,,true,,,active
bow-skirt-in-black,,,,,,,,,Italian 40,,Black,,,21211,0.0,shopify,1000000,deny,manual,334.60,360.00,true,true,21211,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look8_21270_0214.jpg?v=1703785809,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
bow-skirt-in-black,,,,,,,,,Italian 42,,Black,,,21212,0.0,shopify,1000000,deny,manual,334.60,360.00,true,true,21212,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look8_21270_0219.jpg?v=1703785810,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
bow-skirt-in-black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look8_21270_0223.jpg?v=1703785810,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
pleat-back-blouse-in-white,Pleat Back Blouse in White,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p>
<p>Single back pleat creates a cape-like silhouette which flatters and fits. Lightweight material is perfect for hot weather. Subtle front side darts. Scoop neckline. Side slits at hem. Ter et Bantine. Color White. 100% Cotton. Made in Italy. <em>Lana is wearing an Italian 40.</em></p>",Ter et Bantine,,women's tops,"12/22, bounty, cooloff, SALE, spring4, ss15, ter et bantine, top, tops, visible, woman",true,Size,Italian 40,Color,White,,,21206,0.0,shopify,0,deny,manual,100000.00,,true,true,21206,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look4_21206_0097.jpg?v=1703785802,1,"",false,,,,,adult,,,true,,,,,,,lb,,,true,,,true,,,active
pleat-back-blouse-in-white,,,,,,,,,Italian 42,,White,,,21207,0.0,shopify,0,deny,manual,100000.00,,true,true,21207,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look4_21206_0103.jpg?v=1703785803,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
pleat-back-blouse-in-white,,,,,,,,,Italian 44,,White,,,21208,0.0,shopify,0,deny,manual,100000.00,,true,true,21208,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look4_21206_0092.jpg?v=1703785803,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
pleat-back-blouse-in-white,,,,,,,,,Italian 46,,White,,,21209,0.0,shopify,1,deny,manual,100000.00,,true,true,21209,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look4_21206_0105.jpg?v=1703785803,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
straight-seam-trouser-in-black,Straight Seam Trouser in Black,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>This structured trouser offers a straight leg for a lasting fit. With a touch of silk, this piece presents an irresistible luxe. Front zip fly with skirt hook and eye closure. Front side, and back pockets. Fully-finished. Ter et Bantine. Color Black. 92% Cotton, 8% Silk, 100% Cotton. Made in Italy. Ashley<em> is wearing an Italian 40.</em></p>
<meta charset=""utf-8"">
<p><a href=""http://babyandco.us/collections/ter-et-bantine""><em><span style=""text-decoration: underline;"">Shop our collection of Ter et Bantine.</span></em></a></p>",Ter et Bantine,Apparel & Accessories > Clothing > Pants,women's pants,"12/22, arrivals, AW15, black, bottoms, bounty, pant, reshoot, shiny, shoot, Shot 5/14, signature, spring8, ter et bantine, trousers, visible, woman, women's",true,Size,Italian 40,Color,Black,,,21202,0.0,shopify,1,deny,manual,588.00,,true,true,21202,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-05-14_Ashley_Look8_21202_21954.jpg?v=1703785797,1,"",false,,,apparel & accessories > clothing > pants,,adult,,,true,,,,,,,lb,,,true,,,true,,,active
straight-seam-trouser-in-black,,,,,,,,,Italian 42,,Black,,,21203,0.0,shopify,1,deny,manual,588.00,,true,true,21203,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-05-14_Ashley_Look8_21202_21960.jpg?v=1703785797,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
straight-seam-trouser-in-black,,,,,,,,,Italian 44,,Black,,,21204,0.0,shopify,0,deny,manual,588.00,,true,true,21204,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-05-14_Ashley_Look8_21202_21965.jpg?v=1703785797,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
straight-seam-trouser-in-black,,,,,,,,,Italian 46,,Black,,,21205,0.0,shopify,1,deny,manual,588.00,,true,true,21205,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-05-14_Ashley_Look8_21202_21969_copy_ea6b5082-3d89-4c11-ac64-2f273ae123b8.jpg?v=1703785797,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
straight-seam-trouser-in-black,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-05-14_Ashley_Look8_21202_21969.jpg?v=1703785797,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
tucked-sleeve-blouse-in-navy,Tucked Sleeve Blouse in Navy,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>The Tucked Sleeve Blouse is an exceptional piece with specialized tailoring. Hidden elastic gathering creates a truly unique shape. Subtle side darts for fit. Invisible zip at center back. Dropped cap sleeves. Fully-lined. Ter et Bantine. Color Navy. 88% Cotton, 12% Polyamide. Made in Italy. <em>Lana is wearing a size 42.</em></p>
<p><a href=""http://babyandco.us/collections/ter-et-bantine""><em><span style=""text-decoration: underline;"">Shop our collection of Ter et Bantine.</span></em></a></p>",Ter et Bantine,,women's tops,"12/22, bounty, new, reshoot, SALE, spring7, ss15, ter et bantine, top, tops, visible, woman",true,Size,40,Color,Navy,,,21198,0.0,shopify,0,deny,manual,313.60,,true,true,21198,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look2_21199_0039.jpg?v=1703785789,1,"",false,,,,,adult,,,true,,,,,,,lb,,,true,,,true,,,active
tucked-sleeve-blouse-in-navy,,,,,,,,,42,,Navy,,,21199,0.0,shopify,2,deny,manual,313.60,,true,true,21199,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look2_21199_0021.jpg?v=1703785789,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
tucked-sleeve-blouse-in-navy,,,,,,,,,44,,Navy,,,21200,0.0,shopify,1,deny,manual,313.60,,true,true,21200,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look2_21199_0031-Edit.jpg?v=1703785789,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
tucked-sleeve-blouse-in-navy,,,,,,,,,46,,Navy,,,21201,0.0,shopify,1,deny,manual,313.60,,true,true,21201,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look2_21199_0026.jpg?v=1703785789,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
tucked-sleeve-blouse-in-navy,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/01052015_Lana_Look2_21199_0035.jpg?v=1703785789,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
long-pencil-skirt-in-black,Long Pencil Skirt in Black,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Classic pencil skirt is tea length with a slim silhouette. This diverse piece presents a work-worthy staple while potential for the cocktail party or the weekend outing. Back darts perfect trim fit. Skirt hook and eye closure with back zip. Ter et Bantine. Color Black. 98% Cotton, 2% Elastane. Made in Italy. <em>Lana is wearing an Italian 40.</em></p>
<meta charset=""utf-8"">
<p><a href=""http://babyandco.us/collections/ter-et-bantine""><em><span style=""text-decoration: underline;"">Shop our collection of Ter et Bantine.</span></em></a></p>",Ter et Bantine,,women's skirts,"12/22, arrivals, AW15, black, bottoms, bounty, cotton, new, new arrivals, pencil, reshoot, shoot, Shot 5/14, signature, skirt, spring4, spring5, spring7, spring8, stretch, ter et bantine, visible, woman",true,Size,Italian 40,Color,Black,,,21194,0.0,shopify,1000000,deny,manual,448.00,,true,true,21194,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-05-14_Ashley_Look6_21194_21918.jpg?v=1703785783,1,"",false,,,,,adult,,,true,,,,,,,lb,,,true,,,true,,,active
long-pencil-skirt-in-black,,,,,,,,,Italian 42,,Black,,,21195,0.0,shopify,1000000,deny,manual,448.00,,true,true,21195,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-05-14_Ashley_Look6_21194_21916.jpg?v=1703785783,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
long-pencil-skirt-in-black,,,,,,,,,Italian 44,,Black,,,21196,0.0,shopify,1000000,deny,manual,448.00,,true,true,21196,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-05-14_Ashley_Look5_40981_21903.jpg?v=1703785783,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
